device_id,customer_id,device_type,app_version,is_rooted,last_active,last_active_date_only,last_active_time_only,device_os
dev103126,cust103126,tablet,3.6.18,FALSE,12-05-2022 20:19,12-05-2022,20:19:35,tablet
dev103127,cust103127,feature_phone,1.7.15,FALSE,08-01-2025 09:31,08-01-2025,09:31:49,feature_phone
dev103128,cust103128,apple smart phone,1.9.16,FALSE,05-07-2024 06:32,05-07-2024,06:32:34,ios
dev103129,cust103129,apple smart phone,3.4.0,FALSE,24-07-2025 00:37,24-07-2025,00:37:18,ios
dev103130,cust103130,apple smart phone,3.5.6,FALSE,30-03-2022 16:10,30-03-2022,16:10:45,ios
dev103131,cust103131,tablet,3.7.6,FALSE,03-07-2023 13:43,03-07-2023,13:43:23,tablet
dev103132,cust103132,apple smart phone,1.7.14,FALSE,18-02-2024 23:24,18-02-2024,23:24:10,ios
dev103133,cust103133,android smart phone,1.1.10,FALSE,25-03-2025 10:00,25-03-2025,10:00:00,android
dev103134,cust103134,apple smart phone,2.4.0,FALSE,25-07-2024 22:17,25-07-2024,22:17:27,ios
dev103135,cust103135,tablet,4.8.20,FALSE,08-11-2022 01:57,08-11-2022,01:57:32,tablet
dev103136,cust103136,android smart phone,2.3.18,FALSE,07-06-2025 10:17,07-06-2025,10:17:50,android
dev103137,cust103137,android smart phone,4.1.10,FALSE,23-07-2025 01:09,23-07-2025,01:09:27,android
dev103138,cust103138,feature_phone,2.1.11,FALSE,28-07-2025 04:50,28-07-2025,04:50:20,feature_phone
dev103139,cust103139,android smart phone,4.5.3,FALSE,03-04-2025 00:20,03-04-2025,00:20:54,android
dev103140,cust103140,android smart phone,2.9.9,FALSE,05-05-2025 23:36,05-05-2025,23:36:14,android
dev103141,cust103141,android smart phone,2.0.10,FALSE,18-11-2021 20:23,18-11-2021,20:23:54,android
dev103142,cust103142,feature_phone,3.1.19,FALSE,24-07-2025 09:28,24-07-2025,09:28:31,feature_phone
dev103143,cust103143,apple smart phone,1.0.11,FALSE,09-10-2022 02:45,09-10-2022,02:45:39,ios
dev103144,cust103144,android smart phone,1.0.6,FALSE,12-04-2022 19:25,12-04-2022,19:25:14,android
dev103145,cust103145,feature_phone,3.1.8,FALSE,19-04-2023 18:53,19-04-2023,18:53:01,feature_phone
dev103146,cust103146,android smart phone,4.8.15,FALSE,20-07-2021 11:13,20-07-2021,11:13:28,android
dev103147,cust103147,tablet,3.2.11,FALSE,11-03-2024 20:02,11-03-2024,20:02:50,tablet
dev103148,cust103148,tablet,4.8.0,FALSE,28-06-2025 04:07,28-06-2025,04:07:03,tablet
dev103149,cust103149,feature_phone,2.4.12,FALSE,22-09-2023 00:41,22-09-2023,00:41:46,feature_phone
dev103150,cust103150,android smart phone,4.2.16,FALSE,05-10-2022 07:28,05-10-2022,07:28:57,android
dev103151,cust103151,feature_phone,3.1.20,FALSE,18-04-2022 17:28,18-04-2022,17:28:44,feature_phone
dev103152,cust103152,android smart phone,4.1.13,FALSE,20-02-2022 21:41,20-02-2022,21:41:49,android
dev103153,cust103153,apple smart phone,4.4.16,FALSE,16-06-2025 17:51,16-06-2025,17:51:10,ios
dev103154,cust103154,tablet,3.3.13,FALSE,23-05-2025 01:44,23-05-2025,01:44:49,tablet
dev103155,cust103155,apple smart phone,2.3.5,FALSE,31-03-2025 10:08,31-03-2025,10:08:52,ios
dev103156,cust103156,feature_phone,3.0.7,FALSE,25-03-2024 11:14,25-03-2024,11:14:40,feature_phone
dev103157,cust103157,apple smart phone,3.7.0,FALSE,16-06-2025 20:18,16-06-2025,20:18:00,ios
dev103158,cust103158,android smart phone,1.9.15,FALSE,11-02-2023 12:43,11-02-2023,12:43:02,android
dev103159,cust103159,apple smart phone,2.9.3,FALSE,11-02-2024 14:35,11-02-2024,14:35:27,ios
dev103160,cust103160,tablet,4.8.1,FALSE,23-11-2023 04:53,23-11-2023,04:53:57,tablet
dev103161,cust103161,apple smart phone,3.4.3,TRUE,30-08-2024 06:41,30-08-2024,06:41:50,ios
dev103162,cust103162,android smart phone,3.7.16,FALSE,27-11-2024 20:01,27-11-2024,20:01:38,android
dev103163,cust103163,tablet,4.6.6,FALSE,07-09-2021 15:41,07-09-2021,15:41:15,tablet
dev103164,cust103164,android smart phone,3.7.18,FALSE,11-12-2022 22:18,11-12-2022,22:18:57,android
dev103165,cust103165,apple smart phone,1.9.3,FALSE,27-02-2025 18:46,27-02-2025,18:46:26,ios
dev103166,cust103166,android smart phone,1.3.12,FALSE,19-09-2024 06:30,19-09-2024,06:30:52,android
dev103167,cust103167,apple smart phone,1.3.3,FALSE,03-08-2025 03:17,03-08-2025,03:17:42,ios
dev103168,cust103168,apple smart phone,2.6.17,TRUE,05-04-2025 14:38,05-04-2025,14:38:25,ios
dev103169,cust103169,tablet,1.7.13,FALSE,27-12-2024 06:43,27-12-2024,06:43:15,tablet
dev103170,cust103170,android smart phone,1.4.8,FALSE,26-07-2024 13:59,26-07-2024,13:59:23,android
dev103171,cust103171,feature_phone,1.3.7,FALSE,12-02-2025 06:09,12-02-2025,06:09:21,feature_phone
dev103172,cust103172,android smart phone,2.9.14,FALSE,24-10-2024 21:03,24-10-2024,21:03:44,android
dev103173,cust103173,apple smart phone,2.5.6,FALSE,12-12-2024 16:13,12-12-2024,16:13:30,ios
dev103174,cust103174,feature_phone,3.6.6,FALSE,10-01-2021 09:52,10-01-2021,09:52:28,feature_phone
dev103175,cust103175,apple smart phone,3.3.4,FALSE,25-11-2023 11:12,25-11-2023,11:12:48,ios
dev103176,cust103176,feature_phone,1.2.12,FALSE,17-06-2023 00:45,17-06-2023,00:45:55,feature_phone
dev103177,cust103177,android smart phone,4.1.7,FALSE,02-02-2022 21:50,02-02-2022,21:50:03,android
dev103178,cust103178,android smart phone,1.5.17,FALSE,06-07-2025 11:22,06-07-2025,11:22:28,android
dev103179,cust103179,tablet,2.3.13,FALSE,23-06-2022 06:08,23-06-2022,06:08:01,tablet
dev103180,cust103180,apple smart phone,2.1.19,FALSE,26-04-2022 03:30,26-04-2022,03:30:49,ios
dev103181,cust103181,android smart phone,3.5.9,FALSE,05-12-2024 11:36,05-12-2024,11:36:58,android
dev103182,cust103182,feature_phone,3.9.19,FALSE,29-01-2025 00:16,29-01-2025,00:16:35,feature_phone
dev103183,cust103183,android smart phone,2.7.16,FALSE,24-04-2024 16:46,24-04-2024,16:46:14,android
dev103184,cust103184,tablet,2.5.4,FALSE,28-07-2025 17:50,28-07-2025,17:50:20,tablet
dev103185,cust103185,tablet,2.1.15,TRUE,12-02-2024 07:26,12-02-2024,07:26:58,tablet
dev103186,cust103186,tablet,1.9.5,FALSE,26-12-2024 20:50,26-12-2024,20:50:07,tablet
dev103187,cust103187,feature_phone,1.5.17,FALSE,02-07-2023 00:58,02-07-2023,00:58:13,feature_phone
dev103188,cust103188,apple smart phone,1.2.20,FALSE,07-12-2022 02:15,07-12-2022,02:15:09,ios
dev103189,cust103189,feature_phone,2.7.4,FALSE,30-05-2023 07:25,30-05-2023,07:25:36,feature_phone
dev103190,cust103190,tablet,3.9.14,FALSE,21-03-2023 09:50,21-03-2023,09:50:27,tablet
dev103191,cust103191,apple smart phone,4.1.2,FALSE,31-05-2024 17:59,31-05-2024,17:59:49,ios
dev103192,cust103192,android smart phone,2.1.4,FALSE,21-05-2023 05:29,21-05-2023,05:29:10,android
dev103193,cust103193,tablet,2.9.10,FALSE,20-05-2024 19:24,20-05-2024,19:24:21,tablet
dev103194,cust103194,tablet,4.7.13,FALSE,26-05-2025 23:52,26-05-2025,23:52:23,tablet
dev103195,cust103195,apple smart phone,1.5.1,FALSE,26-06-2025 01:05,26-06-2025,01:05:06,ios
dev103196,cust103196,tablet,2.1.7,FALSE,18-06-2025 21:45,18-06-2025,21:45:12,tablet
dev103197,cust103197,feature_phone,4.4.16,FALSE,03-10-2023 21:44,03-10-2023,21:44:50,feature_phone
dev103198,cust103198,android smart phone,4.1.20,FALSE,15-01-2025 03:07,15-01-2025,03:07:32,android
dev103199,cust103199,tablet,1.5.2,FALSE,29-12-2021 08:46,29-12-2021,08:46:02,tablet
dev103200,cust103200,android smart phone,2.1.16,FALSE,20-08-2021 18:44,20-08-2021,18:44:09,android
dev103201,cust103201,feature_phone,1.1.5,FALSE,05-03-2024 13:03,05-03-2024,13:03:26,feature_phone
dev103202,cust103202,tablet,1.4.6,FALSE,28-11-2023 23:27,28-11-2023,23:27:50,tablet
dev103203,cust103203,android smart phone,4.5.15,FALSE,23-02-2023 17:02,23-02-2023,17:02:34,android
dev103204,cust103204,tablet,3.5.6,TRUE,26-05-2025 20:19,26-05-2025,20:19:10,tablet
dev103205,cust103205,tablet,3.3.7,FALSE,24-03-2024 20:48,24-03-2024,20:48:27,tablet
dev103206,cust103206,tablet,2.8.1,FALSE,13-01-2025 09:51,13-01-2025,09:51:21,tablet
dev103207,cust103207,apple smart phone,1.8.4,FALSE,31-05-2024 06:19,31-05-2024,06:19:50,ios
dev103208,cust103208,tablet,2.5.4,FALSE,13-06-2025 05:18,13-06-2025,05:18:40,tablet
dev103209,cust103209,feature_phone,4.7.7,FALSE,18-07-2025 10:31,18-07-2025,10:31:53,feature_phone
dev103210,cust103210,apple smart phone,1.5.7,FALSE,16-05-2023 17:33,16-05-2023,17:33:00,ios
dev103211,cust103211,android smart phone,4.9.14,FALSE,22-04-2025 04:09,22-04-2025,04:09:05,android
dev103212,cust103212,apple smart phone,4.9.13,FALSE,01-01-2022 14:22,01-01-2022,14:22:48,ios
dev103213,cust103213,feature_phone,4.0.11,FALSE,22-06-2025 23:31,22-06-2025,23:31:12,feature_phone
dev103214,cust103214,tablet,3.1.2,FALSE,13-04-2023 01:06,13-04-2023,01:06:25,tablet
dev103215,cust103215,android smart phone,3.0.13,FALSE,26-08-2024 16:01,26-08-2024,16:01:33,android
dev103216,cust103216,apple smart phone,3.9.15,FALSE,20-06-2025 13:26,20-06-2025,13:26:48,ios
dev103217,cust103217,feature_phone,4.3.17,FALSE,28-01-2025 22:02,28-01-2025,22:02:24,feature_phone
dev103218,cust103218,tablet,1.7.8,FALSE,22-02-2022 07:51,22-02-2022,07:51:15,tablet
dev103219,cust103219,feature_phone,3.7.5,FALSE,18-02-2025 06:48,18-02-2025,06:48:29,feature_phone
dev103220,cust103220,tablet,1.0.5,FALSE,14-05-2022 17:43,14-05-2022,17:43:04,tablet
dev103221,cust103221,feature_phone,3.6.17,FALSE,28-05-2023 04:24,28-05-2023,04:24:27,feature_phone
dev103222,cust103222,apple smart phone,2.2.11,FALSE,20-06-2024 13:45,20-06-2024,13:45:30,ios
dev103223,cust103223,apple smart phone,2.6.11,FALSE,04-02-2023 01:13,04-02-2023,01:13:22,ios
dev103224,cust103224,feature_phone,4.2.17,FALSE,10-03-2023 20:55,10-03-2023,20:55:15,feature_phone
dev103225,cust103225,feature_phone,3.2.3,FALSE,24-04-2022 14:06,24-04-2022,14:06:58,feature_phone
dev103226,cust103226,feature_phone,3.2.3,FALSE,17-11-2024 19:45,17-11-2024,19:45:53,feature_phone
dev103227,cust103227,feature_phone,2.6.15,FALSE,13-12-2023 19:59,13-12-2023,19:59:46,feature_phone
dev103228,cust103228,feature_phone,3.4.3,FALSE,08-05-2024 10:05,08-05-2024,10:05:34,feature_phone
dev103229,cust103229,tablet,4.3.8,FALSE,13-12-2021 02:55,13-12-2021,02:55:44,tablet
dev103230,cust103230,feature_phone,1.4.10,FALSE,08-12-2020 17:08,08-12-2020,17:08:29,feature_phone
dev103231,cust103231,tablet,3.6.10,FALSE,01-03-2025 09:07,01-03-2025,09:07:28,tablet
dev103232,cust103232,tablet,2.4.13,FALSE,27-04-2025 13:16,27-04-2025,13:16:05,tablet
dev103233,cust103233,feature_phone,3.3.11,FALSE,06-04-2025 02:08,06-04-2025,02:08:15,feature_phone
dev103234,cust103234,apple smart phone,2.2.14,FALSE,22-07-2024 23:43,22-07-2024,23:43:31,ios
dev103235,cust103235,tablet,3.8.8,FALSE,19-11-2024 21:52,19-11-2024,21:52:26,tablet
dev103236,cust103236,android smart phone,2.3.16,FALSE,16-07-2025 04:43,16-07-2025,04:43:18,android
dev103237,cust103237,tablet,3.6.10,FALSE,27-01-2025 01:24,27-01-2025,01:24:11,tablet
dev103238,cust103238,apple smart phone,4.4.11,FALSE,26-10-2020 09:36,26-10-2020,09:36:32,ios
dev103239,cust103239,feature_phone,1.9.1,FALSE,07-02-2025 21:00,07-02-2025,21:00:45,feature_phone
dev103240,cust103240,feature_phone,3.7.8,TRUE,25-10-2020 09:26,25-10-2020,09:26:59,feature_phone
dev103241,cust103241,feature_phone,2.4.4,FALSE,23-12-2024 16:28,23-12-2024,16:28:48,feature_phone
dev103242,cust103242,apple smart phone,2.4.14,FALSE,09-06-2025 22:27,09-06-2025,22:27:37,ios
dev103243,cust103243,tablet,2.4.8,FALSE,03-11-2023 05:06,03-11-2023,05:06:40,tablet
dev103244,cust103244,android smart phone,4.4.16,FALSE,23-11-2024 22:44,23-11-2024,22:44:56,android
dev103245,cust103245,tablet,1.2.10,FALSE,01-09-2024 02:03,01-09-2024,02:03:21,tablet
dev103246,cust103246,android smart phone,1.0.6,FALSE,19-05-2024 03:59,19-05-2024,03:59:37,android
dev103247,cust103247,feature_phone,4.4.13,FALSE,26-03-2025 09:48,26-03-2025,09:48:14,feature_phone
dev103248,cust103248,feature_phone,3.3.16,FALSE,08-11-2024 06:45,08-11-2024,06:45:03,feature_phone
dev103249,cust103249,tablet,3.9.11,FALSE,21-08-2024 09:33,21-08-2024,09:33:27,tablet
dev103250,cust103250,apple smart phone,3.7.3,FALSE,04-08-2021 20:06,04-08-2021,20:06:56,ios
dev103251,cust103251,android smart phone,3.7.11,FALSE,21-05-2024 04:22,21-05-2024,04:22:27,android
dev103252,cust103252,feature_phone,3.8.12,FALSE,08-08-2024 13:11,08-08-2024,13:11:40,feature_phone
dev103253,cust103253,android smart phone,2.8.9,FALSE,03-03-2025 22:29,03-03-2025,22:29:09,android
dev103254,cust103254,tablet,2.4.5,FALSE,22-05-2024 20:52,22-05-2024,20:52:43,tablet
dev103255,cust103255,feature_phone,3.4.4,FALSE,22-08-2024 09:12,22-08-2024,09:12:02,feature_phone
dev103256,cust103256,apple smart phone,4.2.17,FALSE,06-01-2025 11:33,06-01-2025,11:33:35,ios
dev103257,cust103257,tablet,2.3.3,FALSE,26-07-2025 22:40,26-07-2025,22:40:20,tablet
dev103258,cust103258,apple smart phone,2.1.20,FALSE,02-02-2021 10:42,02-02-2021,10:42:56,ios
dev103259,cust103259,tablet,3.9.2,FALSE,29-07-2025 00:10,29-07-2025,00:10:08,tablet
dev103260,cust103260,android smart phone,2.5.20,TRUE,11-01-2024 00:24,11-01-2024,00:24:00,android
dev103261,cust103261,tablet,1.3.16,FALSE,25-11-2022 06:40,25-11-2022,06:40:19,tablet
dev103262,cust103262,android smart phone,3.3.18,FALSE,13-02-2025 00:45,13-02-2025,00:45:24,android
dev103263,cust103263,feature_phone,1.6.15,FALSE,31-07-2024 22:55,31-07-2024,22:55:33,feature_phone
dev103264,cust103264,android smart phone,1.4.2,FALSE,15-09-2023 15:04,15-09-2023,15:04:49,android
dev103265,cust103265,feature_phone,3.4.16,FALSE,25-05-2025 15:47,25-05-2025,15:47:52,feature_phone
dev103266,cust103266,tablet,2.2.19,FALSE,13-03-2025 01:15,13-03-2025,01:15:14,tablet
dev103267,cust103267,apple smart phone,4.0.7,FALSE,08-07-2025 12:05,08-07-2025,12:05:34,ios
dev103268,cust103268,tablet,1.8.9,FALSE,22-02-2023 08:00,22-02-2023,08:00:42,tablet
dev103269,cust103269,feature_phone,3.6.10,FALSE,28-10-2024 05:44,28-10-2024,05:44:20,feature_phone
dev103270,cust103270,feature_phone,3.2.11,FALSE,30-12-2023 19:12,30-12-2023,19:12:37,feature_phone
dev103271,cust103271,apple smart phone,1.0.14,FALSE,30-05-2025 06:13,30-05-2025,06:13:35,ios
dev103272,cust103272,android smart phone,3.4.16,FALSE,22-04-2022 04:39,22-04-2022,04:39:25,android
dev103273,cust103273,android smart phone,3.5.17,FALSE,15-03-2025 22:13,15-03-2025,22:13:23,android
dev103274,cust103274,android smart phone,4.0.6,FALSE,24-02-2023 02:58,24-02-2023,02:58:05,android
dev103275,cust103275,tablet,4.9.15,FALSE,07-07-2024 14:07,07-07-2024,14:07:16,tablet
dev103276,cust103276,apple smart phone,3.4.17,FALSE,05-09-2024 15:03,05-09-2024,15:03:01,ios
dev103277,cust103277,android smart phone,2.5.2,FALSE,11-06-2025 02:59,11-06-2025,02:59:15,android
dev103278,cust103278,feature_phone,3.7.17,FALSE,17-07-2025 23:53,17-07-2025,23:53:16,feature_phone
dev103279,cust103279,feature_phone,3.2.20,FALSE,28-01-2025 01:38,28-01-2025,01:38:55,feature_phone
dev103280,cust103280,feature_phone,4.2.10,FALSE,08-07-2022 08:35,08-07-2022,08:35:08,feature_phone
dev103281,cust103281,android smart phone,4.2.12,FALSE,12-05-2024 03:22,12-05-2024,03:22:02,android
dev103282,cust103282,apple smart phone,3.1.9,FALSE,29-03-2024 02:52,29-03-2024,02:52:54,ios
dev103283,cust103283,apple smart phone,1.1.20,FALSE,02-07-2023 18:14,02-07-2023,18:14:29,ios
dev103284,cust103284,apple smart phone,3.5.6,FALSE,11-03-2024 11:50,11-03-2024,11:50:21,ios
dev103285,cust103285,android smart phone,4.5.13,FALSE,06-01-2025 04:29,06-01-2025,04:29:08,android
dev103286,cust103286,tablet,1.9.11,FALSE,07-02-2024 14:23,07-02-2024,14:23:24,tablet
dev103287,cust103287,apple smart phone,1.1.19,FALSE,15-03-2024 09:26,15-03-2024,09:26:57,ios
dev103288,cust103288,tablet,1.3.9,FALSE,11-05-2024 11:32,11-05-2024,11:32:47,tablet
dev103289,cust103289,apple smart phone,4.8.16,FALSE,04-10-2021 15:33,04-10-2021,15:33:07,ios
dev103290,cust103290,tablet,1.9.9,FALSE,26-03-2025 00:13,26-03-2025,00:13:51,tablet
dev103291,cust103291,feature_phone,1.5.0,FALSE,06-12-2024 14:08,06-12-2024,14:08:22,feature_phone
dev103292,cust103292,android smart phone,4.8.20,FALSE,07-05-2025 18:32,07-05-2025,18:32:21,android
dev103293,cust103293,apple smart phone,2.5.3,FALSE,13-02-2024 20:36,13-02-2024,20:36:26,ios
dev103294,cust103294,apple smart phone,2.6.8,FALSE,27-05-2025 02:49,27-05-2025,02:49:48,ios
dev103295,cust103295,apple smart phone,3.8.11,FALSE,21-02-2025 23:20,21-02-2025,23:20:04,ios
dev103296,cust103296,android smart phone,3.2.6,FALSE,24-06-2025 04:17,24-06-2025,04:17:19,android
dev103297,cust103297,android smart phone,2.6.4,FALSE,05-09-2022 06:30,05-09-2022,06:30:46,android
dev103298,cust103298,android smart phone,3.9.0,FALSE,26-01-2023 15:16,26-01-2023,15:16:08,android
dev103299,cust103299,apple smart phone,4.6.2,FALSE,17-05-2023 08:43,17-05-2023,08:43:21,ios
dev103300,cust103300,android smart phone,3.4.9,FALSE,11-03-2025 16:48,11-03-2025,16:48:05,android
dev103301,cust103301,apple smart phone,1.8.10,FALSE,17-06-2025 13:18,17-06-2025,13:18:50,ios
dev103302,cust103302,feature_phone,2.1.3,FALSE,25-11-2024 14:04,25-11-2024,14:04:51,feature_phone
dev103303,cust103303,tablet,2.5.6,FALSE,29-05-2023 00:04,29-05-2023,00:04:35,tablet
dev103304,cust103304,apple smart phone,2.4.19,FALSE,27-10-2023 01:36,27-10-2023,01:36:39,ios
dev103305,cust103305,android smart phone,3.8.13,FALSE,19-05-2025 08:51,19-05-2025,08:51:38,android
dev103306,cust103306,tablet,2.9.7,FALSE,05-12-2024 05:14,05-12-2024,05:14:01,tablet
dev103307,cust103307,android smart phone,1.7.12,FALSE,22-04-2025 07:33,22-04-2025,07:33:04,android
dev103308,cust103308,apple smart phone,4.6.20,FALSE,09-10-2024 06:19,09-10-2024,06:19:08,ios
dev103309,cust103309,feature_phone,4.6.17,FALSE,19-10-2023 01:25,19-10-2023,01:25:21,feature_phone
dev103310,cust103310,feature_phone,2.0.4,FALSE,30-07-2025 22:41,30-07-2025,22:41:03,feature_phone
dev103311,cust103311,feature_phone,2.3.16,FALSE,09-03-2023 14:58,09-03-2023,14:58:48,feature_phone
dev103312,cust103312,feature_phone,2.3.19,FALSE,12-07-2025 21:44,12-07-2025,21:44:48,feature_phone
dev103313,cust103313,apple smart phone,1.9.11,FALSE,03-03-2023 17:24,03-03-2023,17:24:42,ios
dev103314,cust103314,feature_phone,4.3.20,FALSE,19-11-2024 15:14,19-11-2024,15:14:47,feature_phone
dev103315,cust103315,apple smart phone,3.8.6,FALSE,14-11-2022 20:54,14-11-2022,20:54:17,ios
dev103316,cust103316,apple smart phone,1.9.10,FALSE,14-09-2024 21:19,14-09-2024,21:19:59,ios
dev103317,cust103317,android smart phone,3.3.17,FALSE,20-12-2021 11:14,20-12-2021,11:14:13,android
dev103318,cust103318,apple smart phone,2.5.19,FALSE,02-12-2024 23:55,02-12-2024,23:55:12,ios
dev103319,cust103319,tablet,2.9.3,FALSE,22-01-2025 17:07,22-01-2025,17:07:52,tablet
dev103320,cust103320,tablet,3.7.12,FALSE,18-11-2022 12:21,18-11-2022,12:21:15,tablet
dev103321,cust103321,feature_phone,1.0.10,FALSE,07-06-2024 17:38,07-06-2024,17:38:20,feature_phone
dev103322,cust103322,feature_phone,3.1.7,FALSE,10-05-2022 14:30,10-05-2022,14:30:51,feature_phone
dev103323,cust103323,apple smart phone,3.5.3,FALSE,07-09-2023 03:52,07-09-2023,03:52:45,ios
dev103324,cust103324,apple smart phone,2.4.3,FALSE,10-01-2024 03:34,10-01-2024,03:34:27,ios
dev103325,cust103325,feature_phone,3.3.20,FALSE,28-10-2023 11:43,28-10-2023,11:43:05,feature_phone
dev103326,cust103326,apple smart phone,1.8.17,FALSE,25-03-2025 05:02,25-03-2025,05:02:42,ios
dev103327,cust103327,apple smart phone,4.8.4,FALSE,18-03-2023 16:58,18-03-2023,16:58:48,ios
dev103328,cust103328,feature_phone,2.2.6,FALSE,23-12-2024 00:01,23-12-2024,00:01:51,feature_phone
dev103329,cust103329,tablet,2.3.19,FALSE,02-11-2024 20:26,02-11-2024,20:26:35,tablet
dev103330,cust103330,feature_phone,3.2.12,FALSE,01-05-2025 01:35,01-05-2025,01:35:42,feature_phone
dev103331,cust103331,tablet,4.4.11,FALSE,12-07-2023 21:16,12-07-2023,21:16:57,tablet
dev103332,cust103332,feature_phone,4.1.3,FALSE,29-03-2024 11:03,29-03-2024,11:03:23,feature_phone
dev103333,cust103333,tablet,3.7.17,FALSE,17-03-2025 09:10,17-03-2025,09:10:36,tablet
dev103334,cust103334,feature_phone,2.8.19,FALSE,18-10-2023 20:53,18-10-2023,20:53:25,feature_phone
dev103335,cust103335,tablet,1.7.7,FALSE,01-03-2025 23:16,01-03-2025,23:16:22,tablet
dev103336,cust103336,feature_phone,2.0.5,FALSE,14-12-2024 09:05,14-12-2024,09:05:24,feature_phone
dev103337,cust103337,apple smart phone,2.5.3,FALSE,28-06-2024 19:05,28-06-2024,19:05:22,ios
dev103338,cust103338,tablet,1.7.17,FALSE,28-03-2025 12:45,28-03-2025,12:45:15,tablet
dev103339,cust103339,apple smart phone,1.2.13,FALSE,01-01-2025 14:54,01-01-2025,14:54:59,ios
dev103340,cust103340,apple smart phone,3.6.13,FALSE,29-05-2024 00:24,29-05-2024,00:24:36,ios
dev103341,cust103341,apple smart phone,3.9.16,FALSE,07-03-2025 06:43,07-03-2025,06:43:51,ios
dev103342,cust103342,feature_phone,3.2.12,FALSE,07-01-2024 05:07,07-01-2024,05:07:30,feature_phone
dev103343,cust103343,android smart phone,4.5.4,FALSE,29-07-2025 14:42,29-07-2025,14:42:28,android
dev103344,cust103344,feature_phone,1.1.6,FALSE,30-07-2025 20:36,30-07-2025,20:36:30,feature_phone
dev103345,cust103345,apple smart phone,4.0.19,FALSE,25-04-2023 21:48,25-04-2023,21:48:17,ios
dev103346,cust103346,apple smart phone,2.4.2,FALSE,20-06-2025 02:14,20-06-2025,02:14:57,ios
dev103347,cust103347,android smart phone,4.5.12,FALSE,03-03-2024 09:15,03-03-2024,09:15:56,android
dev103348,cust103348,tablet,4.1.12,FALSE,24-07-2025 19:22,24-07-2025,19:22:45,tablet
dev103349,cust103349,feature_phone,3.6.12,FALSE,08-04-2024 22:26,08-04-2024,22:26:50,feature_phone
dev103350,cust103350,tablet,3.4.7,FALSE,26-11-2024 21:27,26-11-2024,21:27:35,tablet
dev103351,cust103351,feature_phone,1.6.7,FALSE,16-11-2024 15:58,16-11-2024,15:58:10,feature_phone
dev103352,cust103352,tablet,1.0.14,FALSE,09-03-2024 16:33,09-03-2024,16:33:03,tablet
dev103353,cust103353,feature_phone,1.4.13,FALSE,10-10-2024 07:43,10-10-2024,07:43:36,feature_phone
dev103354,cust103354,apple smart phone,3.4.11,FALSE,04-05-2023 17:17,04-05-2023,17:17:09,ios
dev103355,cust103355,tablet,4.9.5,FALSE,19-07-2025 06:56,19-07-2025,06:56:43,tablet
dev103356,cust103356,android smart phone,2.7.5,FALSE,07-08-2023 15:58,07-08-2023,15:58:34,android
dev103357,cust103357,feature_phone,1.1.4,FALSE,28-04-2023 08:55,28-04-2023,08:55:06,feature_phone
dev103358,cust103358,feature_phone,4.1.9,FALSE,08-05-2025 13:29,08-05-2025,13:29:14,feature_phone
dev103359,cust103359,android smart phone,3.0.2,FALSE,28-03-2025 18:02,28-03-2025,18:02:53,android
dev103360,cust103360,tablet,4.6.14,FALSE,11-06-2025 15:04,11-06-2025,15:04:45,tablet
dev103361,cust103361,apple smart phone,3.5.7,FALSE,18-02-2024 01:01,18-02-2024,01:01:39,ios
dev103362,cust103362,apple smart phone,2.7.6,FALSE,28-07-2025 00:30,28-07-2025,00:30:42,ios
dev103363,cust103363,tablet,4.3.9,FALSE,06-05-2025 14:58,06-05-2025,14:58:22,tablet
dev103364,cust103364,android smart phone,4.1.2,FALSE,26-04-2025 23:09,26-04-2025,23:09:43,android
dev103365,cust103365,tablet,4.0.11,FALSE,10-11-2024 19:42,10-11-2024,19:42:57,tablet
dev103366,cust103366,apple smart phone,1.2.4,FALSE,29-11-2024 15:54,29-11-2024,15:54:13,ios
dev103367,cust103367,android smart phone,4.4.1,FALSE,26-05-2025 16:04,26-05-2025,16:04:46,android
dev103368,cust103368,android smart phone,4.9.19,FALSE,28-01-2023 23:47,28-01-2023,23:47:44,android
dev103369,cust103369,feature_phone,2.8.1,FALSE,07-02-2023 15:51,07-02-2023,15:51:07,feature_phone
dev103370,cust103370,apple smart phone,2.0.13,FALSE,22-01-2022 18:23,22-01-2022,18:23:06,ios
dev103371,cust103371,android smart phone,3.6.5,FALSE,04-02-2025 22:57,04-02-2025,22:57:09,android
dev103372,cust103372,tablet,4.3.4,FALSE,27-10-2024 12:08,27-10-2024,12:08:04,tablet
dev103373,cust103373,tablet,3.7.12,FALSE,04-04-2022 02:24,04-04-2022,02:24:14,tablet
dev103374,cust103374,apple smart phone,4.9.0,TRUE,17-09-2023 08:30,17-09-2023,08:30:55,ios
dev103375,cust103375,feature_phone,3.7.13,FALSE,05-12-2024 23:24,05-12-2024,23:24:14,feature_phone
dev103376,cust103376,android smart phone,2.1.15,FALSE,14-04-2021 20:05,14-04-2021,20:05:59,android
dev103377,cust103377,tablet,3.6.12,FALSE,10-02-2024 13:11,10-02-2024,13:11:51,tablet
dev103378,cust103378,feature_phone,1.9.12,FALSE,17-03-2025 22:28,17-03-2025,22:28:45,feature_phone
dev103379,cust103379,android smart phone,3.9.12,FALSE,08-02-2025 23:14,08-02-2025,23:14:46,android
dev103380,cust103380,feature_phone,2.8.15,FALSE,28-03-2025 11:11,28-03-2025,11:11:31,feature_phone
