alert_id,transaction_id,alert_type,alert_date,resolved,resolution_date,remarks,resolution_time,resolution_date_corrected
alert146616,txn10046616,unusual_amount,25-07-2025,FALSE,,Republican bag describe rule address write develop.,00:00:00,00-Jan-1900
alert137644,txn10037644,suspicious_login,28-07-2025,TRUE,29-07-2025 03:55,Food itself decade whatever hospital respond.,03:55:53,29-Jul-2025
alert193609,txn10093609,unusual_time,15-03-2024,TRUE,16-03-2024 23:14,Control positive writer article a training figure.,23:14:53,16-Mar-2024
alert113884,txn10013884,unusual_amount,18-04-2024,TRUE,19-04-2024 04:05,Less radio discuss.,04:05:10,19-Apr-2024
alert130301,txn10030301,unusual_amount,16-06-2025,FALSE,,Son important cell stage four individual analysis.,00:00:00,00-Jan-1900
alert158636,txn10058636,unusual_time,08-04-2025,TRUE,09-04-2025 09:02,Type remember American economic activity.,09:02:19,09-Apr-2025
alert176093,txn10076093,unusual_amount,15-04-2025,TRUE,16-04-2025 11:15,Carry mention agent those administration fly party production.,11:15:45,16-Apr-2025
alert186284,txn10086284,unusual_amount,24-06-2025,TRUE,26-06-2025 00:29,Message son food war short key need front.,00:29:11,26-Jun-2025
alert114925,txn10014925,unusual_time,05-05-2025,TRUE,07-05-2025 10:00,American strategy process them maybe four.,10:00:58,07-May-2025
alert155239,txn10055239,frequent_failure,06-05-2025,TRUE,07-05-2025 06:15,Him economic girl ready last participant pay.,06:15:40,07-May-2025
alert179078,txn10079078,frequent_failure,06-03-2025,TRUE,08-03-2025 19:09,Fly weight ago recognize above raise plan.,19:09:29,08-Mar-2025
alert135385,txn10035385,frequent_failure,06-06-2024,TRUE,07-06-2024 01:01,Happy art behavior.,01:01:18,07-Jun-2024
alert115074,txn10015074,unusual_amount,13-04-2025,FALSE,,Something within else find office authority politics.,00:00:00,00-Jan-1900
alert149815,txn10049815,unusual_time,27-01-2025,TRUE,30-01-2025 07:57,Which race move later rest operation leader.,07:57:24,30-Jan-2025
alert179704,txn10079704,unusual_time,02-07-2025,TRUE,05-07-2025 07:28,Him line particular organization against story bring.,07:28:27,05-Jul-2025
alert117076,txn10017076,unusual_time,06-04-2024,TRUE,07-04-2024 10:41,Crime deal begin last.,10:41:25,07-Apr-2024
alert129573,txn10029573,suspicious_login,01-04-2025,TRUE,04-04-2025 06:35,Firm cause wish debate maintain.,06:35:35,04-Apr-2025
alert198662,txn10098662,unusual_amount,22-06-2025,TRUE,23-06-2025 16:18,Drop seek find purpose become about note.,16:18:24,23-Jun-2025
alert112746,txn10012746,unusual_amount,27-03-2025,TRUE,28-03-2025 04:35,Type bad care director while.,04:35:56,28-Mar-2025
alert181833,txn10081833,frequent_failure,04-08-2025,FALSE,,Exist fly significant piece benefit image air.,00:00:00,00-Jan-1900
alert160524,txn10060524,suspicious_login,23-03-2024,TRUE,25-03-2024 01:54,Marriage plant science production.,01:54:20,25-Mar-2024
alert191644,txn10091644,unusual_time,22-12-2023,FALSE,,Magazine road soon.,00:00:00,00-Jan-1900
alert120794,txn10020794,frequent_failure,28-07-2025,TRUE,30-07-2025 04:28,Suffer here thus five.,04:28:02,30-Jul-2025
alert107192,txn10007192,unusual_time,15-11-2024,FALSE,,Toward seat health grow.,00:00:00,00-Jan-1900
alert108168,txn10008168,unusual_amount,31-07-2025,TRUE,02-08-2025 17:53,Kid probably effort run rest table country sister.,17:53:32,02-Aug-2025
alert126431,txn10026431,unusual_amount,29-09-2024,TRUE,02-10-2024 03:16,Score special really resource month.,03:16:31,02-Oct-2024
alert185700,txn10085700,suspicious_login,15-07-2025,TRUE,17-07-2025 00:57,Address manager she cold range.,00:57:02,17-Jul-2025
alert102689,txn10002689,unusual_amount,18-11-2024,TRUE,20-11-2024 20:37,Talk available why property.,20:37:15,20-Nov-2024
alert153728,txn10053728,unusual_time,12-04-2025,TRUE,13-04-2025 09:00,Goal myself commercial Republican item like remain floor.,09:00:38,13-Apr-2025
alert199123,txn10099123,frequent_failure,05-10-2022,TRUE,06-10-2022 17:13,Southern professional well.,17:13:42,06-Oct-2022
alert126804,txn10026804,frequent_failure,10-12-2023,TRUE,10-12-2023 17:33,Main should fly which system.,17:33:04,10-Dec-2023
alert192492,txn10092492,unusual_time,22-10-2023,TRUE,25-10-2023 13:57,Investment movement image better.,13:57:11,25-Oct-2023
alert196648,txn10096648,suspicious_login,06-04-2025,TRUE,07-04-2025 02:28,Quite fly those officer hospital no site.,02:28:04,07-Apr-2025
alert141060,txn10041060,unusual_amount,30-09-2024,TRUE,01-10-2024 15:58,Various Mrs college see.,15:58:10,01-Oct-2024
alert136318,txn10036318,suspicious_login,08-11-2023,TRUE,08-11-2023 15:22,He them place man those expect.,15:22:52,08-Nov-2023
alert131947,txn10031947,suspicious_login,16-10-2024,FALSE,,Include pretty bring hot drug factor they.,00:00:00,00-Jan-1900
alert197578,txn10097578,suspicious_login,31-07-2025,TRUE,01-08-2025 14:46,Next doctor despite democratic contain player.,14:46:53,01-Aug-2025
alert171612,txn10071612,unusual_amount,23-01-2025,TRUE,23-01-2025 12:43,Let through region sit.,12:43:47,23-Jan-2025
alert120044,txn10020044,unusual_time,01-07-2025,TRUE,01-07-2025 06:43,For reduce opportunity yes.,06:43:39,01-Jul-2025
alert137883,txn10037883,unusual_amount,06-08-2025,FALSE,,Card name teach dream.,00:00:00,00-Jan-1900
alert118824,txn10018824,unusual_amount,06-02-2025,TRUE,07-02-2025 00:54,West child popular stuff remain conference.,00:54:32,07-Feb-2025
alert181940,txn10081940,suspicious_login,13-05-2025,TRUE,13-05-2025 10:21,Already improve behind despite mission.,10:21:17,13-May-2025
alert190736,txn10090736,unusual_time,04-07-2025,TRUE,04-07-2025 10:05,Rock some again job statement democratic number.,10:05:28,04-Jul-2025
alert100022,txn10000022,frequent_failure,28-06-2025,TRUE,29-06-2025 23:15,Career including meet defense.,23:15:37,29-Jun-2025
alert140882,txn10040882,unusual_amount,16-12-2024,TRUE,18-12-2024 07:24,Among recent sister establish.,07:24:14,18-Dec-2024
alert139548,txn10039548,unusual_time,01-08-2025,TRUE,02-08-2025 21:18,West study free rise.,21:18:57,02-Aug-2025
alert117727,txn10017727,suspicious_login,24-02-2025,TRUE,27-02-2025 15:56,Ask campaign understand the middle play personal change.,15:56:48,27-Feb-2025
alert129789,txn10029789,unusual_time,10-07-2025,TRUE,13-07-2025 02:45,Purpose true during knowledge mouth animal draw.,02:45:15,13-Jul-2025
alert182415,txn10082415,frequent_failure,25-01-2025,TRUE,27-01-2025 23:50,Whether world threat show standard international.,23:50:17,27-Jan-2025
alert106191,txn10006191,suspicious_login,13-07-2024,TRUE,16-07-2024 09:08,Research more mouth next have.,09:08:20,16-Jul-2024
alert153589,txn10053589,suspicious_login,03-08-2025,TRUE,04-08-2025 06:42,Hospital happen anything feel require sister.,06:42:14,04-Aug-2025
alert127475,txn10027475,unusual_amount,13-07-2025,TRUE,14-07-2025 00:34,Course various mind here production base.,00:34:13,14-Jul-2025
alert117014,txn10017014,unusual_amount,08-07-2022,TRUE,09-07-2022 07:44,Manage tell contain lead.,07:44:59,09-Jul-2022
alert160280,txn10060280,suspicious_login,18-05-2025,TRUE,18-05-2025 12:55,Mean there marriage you relationship sound feel.,12:55:46,18-May-2025
alert181652,txn10081652,unusual_amount,08-06-2025,TRUE,09-06-2025 06:41,Fear address sit scientist much system person.,06:41:30,09-Jun-2025
alert109977,txn10009977,unusual_amount,25-11-2022,FALSE,,National inside guy kind become only.,00:00:00,00-Jan-1900
alert145297,txn10045297,suspicious_login,02-02-2025,TRUE,04-02-2025 02:48,Goal more rest foot.,02:48:17,04-Feb-2025
alert101859,txn10001859,unusual_time,04-08-2025,TRUE,06-08-2025 08:06,Production medical service none defense fish best.,08:06:42,06-Aug-2025
alert121020,txn10021020,suspicious_login,31-05-2025,TRUE,31-05-2025 17:38,Information senior fast yes each partner record great.,17:38:49,31-May-2025
alert177636,txn10077636,frequent_failure,20-07-2025,TRUE,22-07-2025 12:25,Pattern do commercial continue.,12:25:14,22-Jul-2025
alert179788,txn10079788,suspicious_login,14-03-2024,TRUE,16-03-2024 21:18,Understand modern approach picture ask art onto.,21:18:15,16-Mar-2024
alert157179,txn10057179,unusual_amount,05-06-2025,TRUE,05-06-2025 20:01,Music rise piece think.,20:01:14,05-Jun-2025
alert188875,txn10088875,suspicious_login,02-08-2025,FALSE,,Drive which put task people sign consumer source.,00:00:00,00-Jan-1900
alert187208,txn10087208,unusual_amount,06-06-2023,TRUE,09-06-2023 09:29,Marriage lead draw exist travel him important.,09:29:18,09-Jun-2023
alert130538,txn10030538,frequent_failure,06-07-2025,TRUE,08-07-2025 23:39,Can within ago word anyone time.,23:39:08,08-Jul-2025
alert182183,txn10082183,unusual_time,04-05-2025,TRUE,07-05-2025 17:02,Sound move particularly smile age herself the.,17:02:01,07-May-2025
alert148481,txn10048481,unusual_amount,05-08-2025,TRUE,06-08-2025 08:06,Another report never drug own art.,08:06:42,06-Aug-2025
alert114525,txn10014525,unusual_amount,26-07-2025,TRUE,28-07-2025 20:52,Partner however improve.,20:52:08,28-Jul-2025
alert115228,txn10015228,unusual_amount,20-02-2025,FALSE,,Throw oil environment mother watch.,00:00:00,00-Jan-1900
alert132608,txn10032608,unusual_time,17-07-2025,TRUE,19-07-2025 17:14,Hit walk name Mrs center wide begin.,17:14:22,19-Jul-2025
alert172235,txn10072235,suspicious_login,16-11-2022,TRUE,19-11-2022 02:06,Manage choice around order director mouth seem.,02:06:55,19-Nov-2022
alert107369,txn10007369,unusual_time,20-02-2025,FALSE,,Set see writer those together training thought how.,00:00:00,00-Jan-1900
alert148443,txn10048443,unusual_time,27-11-2024,TRUE,28-11-2024 15:36,Record whom send month maybe decade machine.,15:36:49,28-Nov-2024
alert116724,txn10016724,suspicious_login,26-09-2024,TRUE,26-09-2024 20:02,Major part pass.,20:02:07,26-Sep-2024
alert195453,txn10095453,frequent_failure,29-03-2025,TRUE,31-03-2025 19:43,Door success production.,19:43:35,31-Mar-2025
alert131022,txn10031022,suspicious_login,30-07-2025,TRUE,30-07-2025 20:43,Report central cause cover.,20:43:39,30-Jul-2025
alert136228,txn10036228,frequent_failure,19-05-2025,FALSE,,Mouth describe relate economy.,00:00:00,00-Jan-1900
alert120835,txn10020835,frequent_failure,25-08-2022,TRUE,28-08-2022 18:04,Already government until order it media.,18:04:38,28-Aug-2022
alert149282,txn10049282,frequent_failure,16-12-2022,TRUE,18-12-2022 21:37,Wind development author instead old near tell treat.,21:37:46,18-Dec-2022
alert184088,txn10084088,frequent_failure,30-08-2024,TRUE,31-08-2024 21:18,Head year ability town.,21:18:57,31-Aug-2024
alert198440,txn10098440,suspicious_login,23-06-2024,TRUE,25-06-2024 11:37,Vote your defense leader.,11:37:43,25-Jun-2024
alert156519,txn10056519,suspicious_login,30-06-2025,TRUE,02-07-2025 05:40,Catch at newspaper others stuff final statement.,05:40:08,02-Jul-2025
alert117471,txn10017471,suspicious_login,27-06-2023,TRUE,28-06-2023 01:22,First former order.,01:22:15,28-Jun-2023
alert154266,txn10054266,unusual_time,14-08-2023,TRUE,15-08-2023 11:37,Form describe family area green room despite.,11:37:15,15-Aug-2023
alert163319,txn10063319,unusual_amount,27-06-2025,TRUE,29-06-2025 01:37,College night enjoy make.,01:37:25,29-Jun-2025
alert199296,txn10099296,unusual_amount,18-07-2025,TRUE,20-07-2025 11:28,Wait ball hotel region wind charge according western.,11:28:08,20-Jul-2025
alert102165,txn10002165,frequent_failure,11-11-2024,TRUE,13-11-2024 04:06,Attack bring camera foreign our later.,04:06:39,13-Nov-2024
alert194220,txn10094220,unusual_time,17-02-2025,TRUE,19-02-2025 07:09,Cup serious food middle.,07:09:23,19-Feb-2025
alert189834,txn10089834,suspicious_login,23-06-2025,TRUE,25-06-2025 00:35,Also rock design your industry police kid.,00:35:04,25-Jun-2025
alert140119,txn10040119,suspicious_login,21-05-2023,TRUE,22-05-2023 07:32,Computer soon ball account.,07:32:14,22-May-2023
alert151838,txn10051838,unusual_time,05-07-2025,TRUE,07-07-2025 16:45,Clearly material seem to by.,16:45:36,07-Jul-2025
alert104060,txn10004060,suspicious_login,20-02-2022,TRUE,22-02-2022 20:43,For meet apply perhaps physical.,20:43:06,22-Feb-2022
alert121535,txn10021535,frequent_failure,11-06-2025,TRUE,12-06-2025 20:50,Very man explain.,20:50:03,12-Jun-2025
alert135498,txn10035498,frequent_failure,02-11-2024,TRUE,04-11-2024 19:38,Eat entire break debate talk.,19:38:37,04-Nov-2024
alert166838,txn10066838,suspicious_login,24-03-2024,TRUE,25-03-2024 20:51,Read suggest company world gas.,20:51:53,25-Mar-2024
alert105329,txn10005329,unusual_time,24-02-2025,TRUE,26-02-2025 06:52,Sister interest skin coach including.,06:52:00,26-Feb-2025
alert130483,txn10030483,suspicious_login,15-07-2025,TRUE,16-07-2025 06:09,Outside arm decade.,06:09:07,16-Jul-2025
alert153774,txn10053774,unusual_amount,03-09-2024,TRUE,03-09-2024 22:18,Front play spend list.,22:18:04,03-Sep-2024
alert169725,txn10069725,suspicious_login,15-12-2024,TRUE,18-12-2024 06:16,House leg cold myself.,06:16:54,18-Dec-2024
alert111168,txn10011168,frequent_failure,14-11-2023,FALSE,,Find word carry smile somebody city.,00:00:00,00-Jan-1900
alert134231,txn10034231,frequent_failure,23-05-2025,TRUE,23-05-2025 11:50,Sell stand remember sea important professor.,11:50:24,23-May-2025
alert141510,txn10041510,unusual_time,10-02-2025,FALSE,,Nothing factor to we measure phone.,00:00:00,00-Jan-1900
alert185986,txn10085986,suspicious_login,02-02-2025,TRUE,03-02-2025 05:00,Model that could.,05:00:19,03-Feb-2025
alert140060,txn10040060,suspicious_login,17-05-2025,FALSE,,Should leave opportunity it ground.,00:00:00,00-Jan-1900
alert159211,txn10059211,frequent_failure,05-08-2025,TRUE,06-08-2025 05:13,All word eye marriage central.,05:13:49,06-Aug-2025
alert183829,txn10083829,unusual_time,07-06-2025,TRUE,10-06-2025 09:14,Those war business.,09:14:38,10-Jun-2025
alert154004,txn10054004,unusual_time,01-08-2024,TRUE,04-08-2024 05:49,Support long him theory.,05:49:43,04-Aug-2024
alert122911,txn10022911,unusual_amount,18-01-2025,TRUE,19-01-2025 15:43,Cold view true significant simple investment.,15:43:24,19-Jan-2025
alert148750,txn10048750,unusual_amount,24-05-2025,TRUE,26-05-2025 12:47,Specific he green identify piece model.,12:47:49,26-May-2025
alert169033,txn10069033,frequent_failure,06-06-2025,TRUE,06-06-2025 09:50,Industry risk boy worry structure situation.,09:50:14,06-Jun-2025
alert195431,txn10095431,frequent_failure,14-12-2024,TRUE,15-12-2024 07:29,Pretty range three camera raise since attack.,07:29:35,15-Dec-2024
alert191167,txn10091167,unusual_time,11-10-2024,TRUE,13-10-2024 21:12,Management major writer agree.,21:12:31,13-Oct-2024
alert111475,txn10011475,unusual_time,27-08-2024,TRUE,27-08-2024 12:57,Area project sign thank.,12:57:47,27-Aug-2024
alert149122,txn10049122,frequent_failure,27-02-2025,TRUE,27-02-2025 17:09,Cut difference may relate rest different light.,17:09:46,27-Feb-2025
alert140261,txn10040261,unusual_time,18-02-2025,TRUE,20-02-2025 18:10,Beat entire man be person white.,18:10:56,20-Feb-2025
alert165349,txn10065349,unusual_amount,11-08-2024,TRUE,12-08-2024 05:53,Kid general however president management response.,05:53:46,12-Aug-2024
alert116920,txn10016920,suspicious_login,30-07-2025,TRUE,02-08-2025 01:40,Enough expect growth news.,01:40:20,02-Aug-2025
alert167531,txn10067531,suspicious_login,08-02-2025,TRUE,08-02-2025 15:30,Director measure speak number prepare end.,15:30:03,08-Feb-2025
alert164318,txn10064318,unusual_time,23-09-2023,TRUE,25-09-2023 09:07,Contain area will fish at.,09:07:21,25-Sep-2023
alert179773,txn10079773,frequent_failure,11-02-2025,TRUE,13-02-2025 15:35,Difference recognize letter pass look mind.,15:35:23,13-Feb-2025
alert127823,txn10027823,suspicious_login,22-10-2022,TRUE,25-10-2022 08:50,After father physical discussion fish sport.,08:50:39,25-Oct-2022
alert175006,txn10075006,unusual_amount,10-06-2025,TRUE,12-06-2025 01:03,Remember each leader speech kind first.,01:03:48,12-Jun-2025
alert138049,txn10038049,frequent_failure,15-07-2025,TRUE,17-07-2025 09:47,Always own represent would impact.,09:47:22,17-Jul-2025
alert121580,txn10021580,frequent_failure,09-04-2025,TRUE,11-04-2025 06:58,Activity section live fight.,06:58:35,11-Apr-2025
alert127984,txn10027984,unusual_amount,12-11-2024,TRUE,13-11-2024 12:57,Reach group should seat.,12:57:20,13-Nov-2024
alert148490,txn10048490,suspicious_login,06-08-2025,TRUE,06-08-2025 08:06,Perform find strong help affect turn whole.,08:06:42,06-Aug-2025
alert149088,txn10049088,suspicious_login,31-07-2025,TRUE,02-08-2025 12:28,Writer better difficult.,12:28:05,02-Aug-2025
alert181549,txn10081549,frequent_failure,15-03-2025,TRUE,17-03-2025 05:51,Enjoy baby lose campaign fund film.,05:51:53,17-Mar-2025
alert113958,txn10013958,unusual_time,10-01-2025,TRUE,11-01-2025 14:47,Note home trial director success you.,14:47:53,11-Jan-2025
alert115129,txn10015129,frequent_failure,19-06-2025,FALSE,,Culture among see those still.,00:00:00,00-Jan-1900
alert122226,txn10022226,suspicious_login,26-04-2025,TRUE,26-04-2025 22:02,Center actually white senior.,22:02:41,26-Apr-2025
alert131151,txn10031151,frequent_failure,05-08-2025,TRUE,06-08-2025 04:08,Education serious science.,04:08:13,06-Aug-2025
alert148317,txn10048317,frequent_failure,28-04-2025,TRUE,01-05-2025 12:54,Real itself leave population country.,12:54:18,01-May-2025
alert144426,txn10044426,unusual_amount,22-01-2025,TRUE,23-01-2025 08:29,Choose in pretty group.,08:29:56,23-Jan-2025
alert145583,txn10045583,unusual_time,15-08-2024,TRUE,18-08-2024 00:03,She occur several threat light good.,00:03:44,18-Aug-2024
alert102226,txn10002226,unusual_amount,29-10-2024,TRUE,31-10-2024 04:35,Wonder face century upon key.,04:35:24,31-Oct-2024
alert149990,txn10049990,suspicious_login,29-07-2024,TRUE,01-08-2024 01:55,Republican church ground us west experience understand political.,01:55:39,01-Aug-2024
alert103252,txn10003252,unusual_amount,25-05-2025,TRUE,26-05-2025 08:20,Officer whom whether bed figure pattern surface.,08:20:40,26-May-2025
alert127238,txn10027238,frequent_failure,06-08-2025,TRUE,06-08-2025 08:06,Sound easy white somebody how determine enjoy.,08:06:42,06-Aug-2025
alert171789,txn10071789,unusual_amount,24-03-2025,TRUE,26-03-2025 13:41,Family institution election also.,13:41:09,26-Mar-2025
alert195642,txn10095642,unusual_time,04-05-2025,TRUE,06-05-2025 07:42,Back top respond reflect.,07:42:44,06-May-2025
alert112566,txn10012566,frequent_failure,06-07-2025,TRUE,09-07-2025 11:40,Find relate story.,11:40:04,09-Jul-2025
alert129704,txn10029704,unusual_amount,15-07-2025,TRUE,15-07-2025 23:59,Provide model position catch book prevent impact.,23:59:33,15-Jul-2025
alert132324,txn10032324,unusual_amount,05-08-2025,TRUE,06-08-2025 08:06,Treat party government from not care seem million.,08:06:42,06-Aug-2025
alert154725,txn10054725,unusual_amount,27-03-2023,TRUE,27-03-2023 18:30,Available least remember carry black or picture.,18:30:08,27-Mar-2023
alert128260,txn10028260,frequent_failure,01-07-2025,TRUE,02-07-2025 05:32,Voice while knowledge piece daughter owner baby major.,05:32:08,02-Jul-2025
alert132000,txn10032000,suspicious_login,04-07-2024,TRUE,06-07-2024 23:25,Street cover answer early measure mouth.,23:25:09,06-Jul-2024
alert121878,txn10021878,unusual_amount,26-08-2024,TRUE,29-08-2024 08:12,Research generation true news.,08:12:22,29-Aug-2024
alert179730,txn10079730,unusual_amount,06-04-2025,TRUE,08-04-2025 00:31,Away fine kind report free.,00:31:42,08-Apr-2025
alert199662,txn10099662,unusual_amount,07-07-2025,TRUE,10-07-2025 09:03,None pressure nothing large.,09:03:33,10-Jul-2025
alert134261,txn10034261,frequent_failure,02-08-2025,TRUE,04-08-2025 10:44,Point resource range product occur entire.,10:44:00,04-Aug-2025
alert140818,txn10040818,frequent_failure,07-03-2025,TRUE,08-03-2025 20:20,Career matter decision environment understand treatment hospital.,20:20:28,08-Mar-2025
alert174154,txn10074154,frequent_failure,11-02-2025,TRUE,13-02-2025 18:10,Civil top summer by certain.,18:10:47,13-Feb-2025
alert180917,txn10080917,frequent_failure,31-03-2025,TRUE,01-04-2025 05:28,Add ever significant.,05:28:15,01-Apr-2025
alert122799,txn10022799,frequent_failure,04-08-2025,TRUE,05-08-2025 02:46,Provide success best support husband field little our.,02:46:46,05-Aug-2025
alert136679,txn10036679,frequent_failure,05-07-2024,TRUE,08-07-2024 05:01,Special prevent in network position.,05:01:53,08-Jul-2024
alert175398,txn10075398,frequent_failure,29-03-2025,TRUE,30-03-2025 02:10,Team mouth garden here.,02:10:48,30-Mar-2025
alert179847,txn10079847,frequent_failure,05-07-2025,TRUE,05-07-2025 08:35,Kitchen four impact thus.,08:35:57,05-Jul-2025
alert147681,txn10047681,unusual_time,20-05-2024,TRUE,20-05-2024 19:23,Real the serve however information member industry.,19:23:00,20-May-2024
alert191091,txn10091091,unusual_amount,01-04-2025,FALSE,,Let although leave reveal soldier listen green.,00:00:00,00-Jan-1900
alert162386,txn10062386,unusual_amount,25-07-2025,TRUE,25-07-2025 19:55,Respond rate order.,19:55:13,25-Jul-2025
alert146733,txn10046733,frequent_failure,27-04-2023,TRUE,30-04-2023 13:10,About ok management international far have baby produce.,13:10:35,30-Apr-2023
alert101022,txn10001022,unusual_time,23-04-2025,TRUE,26-04-2025 12:57,Serious mind attack business.,12:57:01,26-Apr-2025
alert142569,txn10042569,suspicious_login,11-10-2024,TRUE,14-10-2024 01:53,Recent job explain draw check.,01:53:42,14-Oct-2024
alert144851,txn10044851,frequent_failure,27-03-2025,TRUE,28-03-2025 20:57,Little more skin.,20:57:52,28-Mar-2025
alert131810,txn10031810,frequent_failure,09-01-2024,TRUE,10-01-2024 00:33,Employee none name face actually knowledge wide bill.,00:33:07,10-Jan-2024
alert161432,txn10061432,frequent_failure,03-08-2025,TRUE,04-08-2025 20:00,Baby brother ground fill far resource owner.,20:00:55,04-Aug-2025
alert160551,txn10060551,frequent_failure,12-06-2024,FALSE,,Despite prepare open especially.,00:00:00,00-Jan-1900
alert133897,txn10033897,unusual_amount,12-02-2024,TRUE,14-02-2024 06:20,Go people view building surface standard garden.,06:20:13,14-Feb-2024
alert162124,txn10062124,suspicious_login,24-05-2024,TRUE,27-05-2024 08:02,Prove left blue build.,08:02:57,27-May-2024
alert131673,txn10031673,suspicious_login,22-06-2023,TRUE,24-06-2023 11:42,Lose manager what piece rich nature season.,11:42:29,24-Jun-2023
alert110166,txn10010166,unusual_amount,21-01-2025,FALSE,,Rise surface section eight their.,00:00:00,00-Jan-1900
alert114218,txn10014218,unusual_amount,05-02-2025,TRUE,07-02-2025 14:51,Game skin whether as property follow.,14:51:12,07-Feb-2025
alert196616,txn10096616,suspicious_login,29-05-2025,TRUE,29-05-2025 14:45,Know simple player tell I catch.,14:45:12,29-May-2025
alert172981,txn10072981,unusual_time,19-05-2025,TRUE,21-05-2025 06:24,History identify town prove subject.,06:24:57,21-May-2025
alert120371,txn10020371,frequent_failure,11-07-2025,FALSE,,Physical actually staff first.,00:00:00,00-Jan-1900
alert131496,txn10031496,unusual_time,24-06-2025,TRUE,25-06-2025 05:53,Possible large peace second as its.,05:53:13,25-Jun-2025
alert101333,txn10001333,unusual_amount,21-06-2025,TRUE,23-06-2025 22:53,Song back someone training.,22:53:51,23-Jun-2025
alert110062,txn10010062,frequent_failure,05-07-2025,TRUE,07-07-2025 19:58,Daughter more interesting red politics painting.,19:58:25,07-Jul-2025
alert143461,txn10043461,suspicious_login,16-06-2025,FALSE,,Discover yourself up professor.,00:00:00,00-Jan-1900
alert117053,txn10017053,suspicious_login,11-09-2024,TRUE,12-09-2024 05:19,Which method thing will capital in.,05:19:44,12-Sep-2024
alert193576,txn10093576,unusual_amount,30-10-2023,TRUE,31-10-2023 06:47,Mr our leader into significant agency because region.,06:47:25,31-Oct-2023
alert160124,txn10060124,unusual_time,05-08-2024,TRUE,06-08-2024 16:04,Time apply reduce east top.,16:04:44,06-Aug-2024
alert192638,txn10092638,suspicious_login,28-03-2025,FALSE,,Say run staff baby positive have.,00:00:00,00-Jan-1900
alert127696,txn10027696,frequent_failure,22-03-2023,TRUE,22-03-2023 16:32,Or peace political.,16:32:37,22-Mar-2023
alert177495,txn10077495,unusual_time,12-04-2024,TRUE,12-04-2024 23:33,Tough sense fire bed book.,23:33:33,12-Apr-2024
alert126702,txn10026702,suspicious_login,26-02-2025,TRUE,01-03-2025 04:36,End by hand degree prevent someone.,04:36:17,01-Mar-2025
alert172099,txn10072099,frequent_failure,31-08-2024,TRUE,03-09-2024 12:23,Police I everything.,12:23:20,03-Sep-2024
alert104112,txn10004112,unusual_amount,25-12-2021,TRUE,26-12-2021 12:47,Yet left relate note phone.,12:47:55,26-Dec-2021
alert158249,txn10058249,suspicious_login,02-07-2025,TRUE,03-07-2025 18:22,College type kitchen concern recent cause.,18:22:52,03-Jul-2025
alert102752,txn10002752,unusual_time,05-08-2024,TRUE,05-08-2024 22:24,Wear treatment mother those another stage.,22:24:54,05-Aug-2024
alert150996,txn10050996,unusual_amount,17-08-2024,TRUE,19-08-2024 08:33,Realize order another development woman toward.,08:33:35,19-Aug-2024
alert160811,txn10060811,unusual_amount,05-12-2023,TRUE,07-12-2023 22:11,Future town natural.,22:11:16,07-Dec-2023
alert181678,txn10081678,unusual_amount,16-11-2024,TRUE,17-11-2024 14:57,Central set however himself.,14:57:34,17-Nov-2024
alert171400,txn10071400,unusual_amount,25-08-2023,TRUE,27-08-2023 21:19,Quickly who cut forward light.,21:19:21,27-Aug-2023
alert104856,txn10004856,unusual_amount,23-11-2023,FALSE,,Grow long seven last glass.,00:00:00,00-Jan-1900
alert191068,txn10091068,unusual_amount,25-07-2025,TRUE,28-07-2025 13:01,Whole camera employee drive.,13:01:50,28-Jul-2025
alert161108,txn10061108,unusual_amount,01-01-2025,TRUE,02-01-2025 08:01,Everything order either movie claim.,08:01:27,02-Jan-2025
alert159052,txn10059052,frequent_failure,21-04-2025,TRUE,23-04-2025 14:45,Road agree former without.,14:45:14,23-Apr-2025
alert185971,txn10085971,unusual_amount,01-07-2025,TRUE,02-07-2025 11:18,Letter four war.,11:18:32,02-Jul-2025
alert175136,txn10075136,unusual_time,17-01-2025,TRUE,20-01-2025 01:01,Market hard since story make manager star instead.,01:01:33,20-Jan-2025
alert178861,txn10078861,frequent_failure,05-07-2025,TRUE,06-07-2025 19:37,Sense special prepare surface trouble.,19:37:24,06-Jul-2025
alert182318,txn10082318,unusual_time,16-07-2025,TRUE,19-07-2025 06:02,Probably simple relate minute reflect how.,06:02:59,19-Jul-2025
alert145828,txn10045828,frequent_failure,05-08-2025,TRUE,06-08-2025 08:06,Difference three seven run card.,08:06:42,06-Aug-2025
alert192701,txn10092701,unusual_time,21-06-2025,TRUE,23-06-2025 00:19,Close however could scene side industry.,00:19:18,23-Jun-2025
alert165729,txn10065729,frequent_failure,16-03-2024,TRUE,17-03-2024 03:26,Or name those sport.,03:26:29,17-Mar-2024
alert174265,txn10074265,unusual_amount,27-05-2025,TRUE,27-05-2025 22:01,Student report professional former hotel.,22:01:47,27-May-2025
alert184353,txn10084353,frequent_failure,16-05-2025,TRUE,17-05-2025 16:06,Yeah interesting idea interesting body right forget.,16:06:42,17-May-2025
alert152502,txn10052502,unusual_amount,30-07-2025,TRUE,31-07-2025 02:05,Sport natural book federal step section.,02:05:48,31-Jul-2025
alert185519,txn10085519,unusual_time,02-08-2025,TRUE,05-08-2025 12:19,Identify magazine low military recognize.,12:19:10,05-Aug-2025
