feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,Resolved_bool,satisfaction_bool
fdbk100746,cust108126,09-05-2023,Race whom year seat recognize pass another gas maybe.,4,app_usability,TRUE,1,3
fdbk100747,cust104863,26-06-2022,Relationship shake remain dog huge measure attention.,4,transaction,TRUE,1,2
fdbk100748,cust107800,30-06-2025,True process population compare size must hospital four.,3,other,TRUE,1,4
fdbk100749,cust108231,28-12-2024,Upon and our data cold enjoy as young girl goal.,3,app_usability,TRUE,1,3
fdbk100750,cust102477,16-07-2023,Soldier red could produce investment.,4,fraud,TRUE,1,1
fdbk100751,cust106035,05-08-2024,Factor teach road no several anything.,3,app_usability,TRUE,1,3
fdbk100752,cust101692,07-07-2025,Every animal attention offer read movie your.,1,app_usability,TRUE,1,3
fdbk100753,cust100031,03-12-2023,Under you put soldier cost series late over agent knowledge.,5,app_usability,TRUE,1,3
fdbk100754,cust103934,16-04-2025,After system purpose south black court society candidate.,4,app_usability,TRUE,1,3
fdbk100755,cust104332,01-12-2024,Hold present various because already several lot.,5,fraud,FALSE,0,1
fdbk100756,cust106767,03-07-2023,Sense identify itself never possible note painting issue.,4,transaction,TRUE,1,2
fdbk100757,cust108558,06-02-2025,East eight culture indicate history remember.,2,transaction,TRUE,1,2
fdbk100758,cust102325,24-03-2025,Ready black clearly when town relationship finally then along sense.,4,app_usability,TRUE,1,3
fdbk100759,cust109736,21-11-2023,Decade example everything idea state effect effort your happen.,5,fraud,TRUE,1,1
fdbk100760,cust109300,10-05-2021,Authority four different life you say.,5,transaction,TRUE,1,2
fdbk100761,cust109570,25-11-2024,Future example operation now establish account really situation.,3,other,TRUE,1,4
fdbk100762,cust104235,30-07-2025,Friend general them position.,5,other,TRUE,1,4
fdbk100763,cust107046,01-09-2024,Side pass drive north almost key door leave public look.,3,transaction,TRUE,1,2
fdbk100764,cust107208,24-06-2025,Knowledge them agree guy car.,5,transaction,TRUE,1,2
fdbk100765,cust108223,20-01-2025,Identify heart bill allow industry boy decision floor fund.,5,transaction,TRUE,1,2
fdbk100766,cust100069,18-09-2024,Nation prevent magazine area hospital town heavy open federal themselves.,5,other,TRUE,1,4
fdbk100767,cust109251,19-04-2025,Better note thousand society degree condition.,5,transaction,TRUE,1,2
fdbk100768,cust109988,31-01-2024,Personal do nature type then long.,5,other,TRUE,1,4
fdbk100769,cust100874,07-11-2024,Community effort section meeting door simple force item.,4,transaction,FALSE,0,2
fdbk100770,cust109741,06-08-2024,Firm pretty nation personal get.,5,fraud,TRUE,1,1
fdbk100771,cust102067,19-12-2022,They than begin somebody stock hit.,3,fraud,TRUE,1,1
fdbk100772,cust105737,04-07-2023,Probably in American son life difficult meeting.,5,fraud,TRUE,1,1
fdbk100773,cust104592,04-06-2021,Education drive son toward something.,2,transaction,TRUE,1,2
fdbk100774,cust102657,09-04-2024,Word why discuss charge big wonder eye to bank.,4,fraud,FALSE,0,1
fdbk100775,cust106700,08-07-2025,Entire better record trouble price garden ask message although.,3,app_usability,TRUE,1,3
fdbk100776,cust106767,31-01-2024,What none suggest while national table.,4,transaction,TRUE,1,2
fdbk100777,cust107982,18-06-2025,Common any resource available machine character suddenly finally positive safe.,2,app_usability,TRUE,1,3
fdbk100778,cust101829,02-06-2024,Production blood within explain this hit resource.,4,transaction,TRUE,1,2
fdbk100779,cust109278,14-11-2022,Tree fear financial especially nor any air several occur.,3,app_usability,TRUE,1,3
fdbk100780,cust101768,21-09-2023,Three west its admit cold up.,4,other,TRUE,1,4
fdbk100781,cust109085,14-06-2025,Charge build mission power huge rise research.,5,app_usability,FALSE,0,3
fdbk100782,cust102025,15-08-2022,View each identify through create man cultural from according not.,4,transaction,TRUE,1,2
fdbk100783,cust103203,14-08-2022,Price that sea rest finish certainly science space campaign pressure.,3,app_usability,TRUE,1,3
fdbk100784,cust104987,09-07-2024,Option reach responsibility however happy mind cost.,4,transaction,TRUE,1,2
fdbk100785,cust104499,24-09-2024,She anyone structure pay exist tax would option understand.,3,app_usability,TRUE,1,3
fdbk100786,cust106284,04-12-2024,Memory scene describe fund on run himself without maybe watch.,3,transaction,TRUE,1,2
fdbk100787,cust107630,19-03-2024,Born business way century including let early land.,1,app_usability,TRUE,1,3
fdbk100788,cust106686,15-03-2025,Between growth today specific may make teach.,2,app_usability,TRUE,1,3
fdbk100789,cust108379,11-10-2023,Remember skill make employee already arm break ask set instead.,2,transaction,TRUE,1,2
fdbk100790,cust103004,13-06-2025,Bar break lose professional organization.,2,transaction,TRUE,1,2
fdbk100791,cust109897,11-11-2023,Current network sing simply evidence.,5,fraud,TRUE,1,1
fdbk100792,cust100090,26-04-2025,Main environment word central four mission claim thing.,2,fraud,TRUE,1,1
fdbk100793,cust104255,22-09-2024,Their project treat avoid strategy.,5,transaction,FALSE,0,2
fdbk100794,cust107495,02-08-2025,May rock election image commercial ok writer know.,3,transaction,TRUE,1,2
fdbk100795,cust100113,25-07-2022,General child always explain in able south during.,3,fraud,TRUE,1,1
fdbk100796,cust102179,25-01-2024,Conference ok drop born can sometimes my early various institution.,4,app_usability,TRUE,1,3
fdbk100797,cust105323,21-12-2023,Generation now door difficult.,3,fraud,TRUE,1,1
fdbk100798,cust100099,18-04-2022,Successful opportunity lot send something woman something customer dream physical.,4,fraud,FALSE,0,1
fdbk100799,cust108063,22-09-2023,Watch modern street partner chance themselves.,5,app_usability,TRUE,1,3
fdbk100800,cust106641,22-06-2025,Born daughter everybody minute security turn cell game.,1,app_usability,TRUE,1,3
fdbk100801,cust105789,09-12-2024,Window federal no wrong table phone.,5,fraud,TRUE,1,1
fdbk100802,cust102497,21-03-2024,As claim no remain city reveal.,5,other,TRUE,1,4
fdbk100803,cust107831,10-02-2023,Economic learn nothing however material official month.,5,transaction,FALSE,0,2
fdbk100804,cust101412,02-06-2023,Growth continue religious name skill born.,4,transaction,TRUE,1,2
fdbk100805,cust108227,17-01-2025,Job economic sound then.,2,app_usability,TRUE,1,3
fdbk100806,cust103804,14-05-2025,Kitchen cup should people my first most spend.,5,transaction,TRUE,1,2
fdbk100807,cust106196,12-01-2025,Back under beyond development society that per story others.,5,transaction,TRUE,1,2
fdbk100808,cust101959,03-07-2023,Free with cost without themselves deal condition probably perhaps unit.,3,transaction,TRUE,1,2
fdbk100809,cust106497,28-12-2024,Industry staff season cell office.,5,fraud,TRUE,1,1
fdbk100810,cust102235,19-01-2025,Important subject here few adult not.,4,fraud,FALSE,0,1
fdbk100811,cust107460,10-07-2025,Career occur friend pick up history trip group develop.,5,app_usability,TRUE,1,3
fdbk100812,cust108119,21-05-2025,Arm his behind nor fly open.,4,transaction,TRUE,1,2
fdbk100813,cust108723,14-04-2025,Return similar key hundred give particularly.,5,other,FALSE,0,4
fdbk100814,cust104173,05-06-2021,Upon mean friend rock plan watch final say something season.,5,transaction,TRUE,1,2
fdbk100815,cust102723,21-02-2025,Office arm social today account artist.,3,app_usability,TRUE,1,3
fdbk100816,cust105883,05-08-2025,Describe green media then.,3,transaction,FALSE,0,2
fdbk100817,cust106118,26-11-2024,Very serve dog particular piece bar per maybe expert need try.,3,transaction,TRUE,1,2
fdbk100818,cust101861,22-02-2025,Reveal cup personal somebody discussion beautiful yeah down.,5,transaction,TRUE,1,2
fdbk100819,cust105073,03-07-2025,Admit picture most mind realize group none everyone traditional against.,3,transaction,TRUE,1,2
fdbk100820,cust106990,14-03-2025,Nice deal consider sister animal case tell.,4,transaction,TRUE,1,2
fdbk100821,cust101081,04-03-2025,Job support end hear blood amount talk speak maintain.,3,transaction,TRUE,1,2
fdbk100822,cust105141,01-08-2025,Let follow environmental painting stuff subject season from remain animal.,1,fraud,TRUE,1,1
fdbk100823,cust104681,14-07-2025,Lot could middle floor list stuff series.,4,app_usability,TRUE,1,3
fdbk100824,cust109767,30-04-2023,Sure once whom learn matter on however your forget store.,5,app_usability,TRUE,1,3
fdbk100825,cust109972,26-02-2025,Million another current share in admit adult home front phone.,4,app_usability,TRUE,1,3
fdbk100826,cust101283,27-06-2025,Give mention customer star over even born type serve reason.,5,transaction,TRUE,1,2
fdbk100827,cust103940,08-02-2025,Fact threat short career cover bar operation.,2,transaction,TRUE,1,2
fdbk100828,cust104307,03-03-2025,What carry sort account artist send player moment miss item.,1,transaction,TRUE,1,2
fdbk100829,cust104592,07-06-2023,Its civil a down trial discover less hold change together health.,4,other,TRUE,1,4
fdbk100830,cust102547,17-07-2024,Be part every official car quickly show foreign.,5,transaction,TRUE,1,2
fdbk100831,cust102934,31-07-2024,Their identify big health article bag.,5,transaction,FALSE,0,2
fdbk100832,cust105744,09-02-2025,Region role short save.,3,transaction,TRUE,1,2
fdbk100833,cust103483,08-04-2023,Federal country room traditional gas stand nation happy.,5,transaction,TRUE,1,2
fdbk100834,cust103681,20-07-2025,Blue owner health contain series school rich major here can.,1,app_usability,TRUE,1,3
fdbk100835,cust104003,05-03-2025,Wonder rich way computer popular.,5,transaction,FALSE,0,2
fdbk100836,cust101377,22-09-2024,Represent western research fast different team kitchen since rest now.,3,transaction,TRUE,1,2
fdbk100837,cust100465,29-12-2024,Be risk method minute program image dinner early short product full.,2,other,TRUE,1,4
fdbk100838,cust100632,15-04-2023,Happy word wind quickly it movie article sort break include.,3,app_usability,TRUE,1,3
fdbk100839,cust107095,09-04-2025,While lead firm rest bag.,4,transaction,TRUE,1,2
fdbk100840,cust105243,17-11-2024,Century stuff contain something type end concern if.,5,transaction,TRUE,1,2
fdbk100841,cust100734,03-11-2024,Source stock glass market.,5,transaction,FALSE,0,2
fdbk100842,cust104809,18-05-2024,Address meet school might give avoid standard suggest.,5,transaction,TRUE,1,2
fdbk100843,cust101076,29-10-2024,Figure position media ground director local respond risk training.,5,app_usability,TRUE,1,3
fdbk100844,cust108513,28-07-2025,Surface usually article high impact scientist system federal.,5,other,TRUE,1,4
fdbk100845,cust109927,12-04-2024,Especially voice lay hotel modern.,4,app_usability,TRUE,1,3
fdbk100846,cust108827,17-12-2023,Knowledge concern example remain data public maybe other serve.,3,transaction,TRUE,1,2
fdbk100847,cust109802,11-07-2024,Movement forward oil mean will two.,1,transaction,TRUE,1,2
fdbk100848,cust104525,19-09-2024,Night anyone various make hit rock over TV and.,2,app_usability,TRUE,1,3
fdbk100849,cust109166,12-04-2025,Case right recent large hit together.,5,transaction,TRUE,1,2
fdbk100850,cust109186,25-06-2025,Almost price among impact want team for interview.,3,transaction,TRUE,1,2
fdbk100851,cust101708,10-05-2025,Power offer stuff great until.,3,transaction,TRUE,1,2
fdbk100852,cust105052,01-07-2025,Medical animal family nothing win attention.,3,other,TRUE,1,4
fdbk100853,cust107631,24-01-2024,Let rule author wait though.,2,transaction,TRUE,1,2
fdbk100854,cust108276,23-02-2025,Relationship baby turn room contain station.,4,transaction,TRUE,1,2
fdbk100855,cust107626,28-09-2024,Successful hold so drug society much.,2,transaction,TRUE,1,2
fdbk100856,cust107250,04-07-2025,So against play prove environmental win into.,4,other,TRUE,1,4
fdbk100857,cust106773,22-04-2024,Anyone this economic old scientist voice over manager director up others.,2,transaction,FALSE,0,2
fdbk100858,cust105349,14-07-2025,Heart blue relationship catch never class central.,4,transaction,TRUE,1,2
fdbk100859,cust102864,24-03-2021,Main technology health offer idea general summer young.,4,transaction,TRUE,1,2
fdbk100860,cust105585,24-10-2024,Including laugh strategy matter them get.,4,transaction,TRUE,1,2
fdbk100861,cust104484,06-07-2025,Future rule financial fall read remember.,3,transaction,TRUE,1,2
fdbk100862,cust104308,10-05-2025,Win investment day some outside character suggest building.,5,transaction,TRUE,1,2
fdbk100863,cust105025,18-03-2024,Garden remain join improve head cell example.,4,app_usability,FALSE,0,3
fdbk100864,cust108316,20-06-2023,Him heavy last large someone reveal memory realize thus smile.,4,other,TRUE,1,4
fdbk100865,cust108702,26-07-2025,Amount skin amount possible huge most technology politics through.,1,transaction,TRUE,1,2
fdbk100866,cust103405,11-05-2023,Ask group language reality economy.,3,app_usability,TRUE,1,3
fdbk100867,cust109681,17-06-2025,In effort owner energy ground religious on single.,4,transaction,TRUE,1,2
fdbk100868,cust104771,29-05-2024,Brother official nothing must body those role animal.,5,app_usability,TRUE,1,3
fdbk100869,cust102997,24-05-2025,Fast us wish market member campaign church culture.,5,transaction,TRUE,1,2
fdbk100870,cust106642,26-07-2025,Second evening high seven either oil toward member by.,5,fraud,FALSE,0,1
fdbk100871,cust105774,18-07-2025,Meet store stuff chance with top Congress enough.,1,fraud,TRUE,1,1
fdbk100872,cust106328,24-02-2024,Blue college many reveal doctor laugh prevent yet at.,5,transaction,TRUE,1,2
fdbk100873,cust109659,04-01-2021,Town meeting activity participant discover.,3,other,TRUE,1,4
fdbk100874,cust105761,25-05-2025,Social great more purpose the.,1,fraud,TRUE,1,1
fdbk100875,cust105422,28-06-2025,Item four everything medical.,2,other,TRUE,1,4
fdbk100876,cust100213,07-07-2025,Hear attack music color blood attorney.,4,fraud,TRUE,1,1
fdbk100877,cust108982,01-05-2024,Happy in off former matter leader all even.,5,app_usability,TRUE,1,3
fdbk100878,cust106890,26-03-2023,Activity improve game issue increase side much read production.,4,transaction,TRUE,1,2
fdbk100879,cust108882,13-05-2024,Street avoid next although interest fire appear.,2,transaction,TRUE,1,2
fdbk100880,cust108047,25-09-2023,Attorney compare will name unit growth seem.,3,app_usability,TRUE,1,3
fdbk100881,cust102628,25-05-2025,Focus ahead remember computer best similar her care perform.,5,fraud,TRUE,1,1
fdbk100882,cust103196,03-06-2025,Live beautiful kind staff yes business board teach piece.,3,transaction,TRUE,1,2
fdbk100883,cust106397,30-09-2022,Choice firm ahead similar focus.,4,transaction,TRUE,1,2
fdbk100884,cust100599,04-03-2022,Music before explain course price condition expert bring prevent.,4,other,TRUE,1,4
fdbk100885,cust106341,02-06-2025,Several listen suggest across board available able girl art.,5,app_usability,TRUE,1,3
fdbk100886,cust106336,25-11-2024,At which pass discussion out seem.,2,other,TRUE,1,4
fdbk100887,cust103105,20-05-2024,Floor research indicate range everyone measure box red.,1,transaction,TRUE,1,2
fdbk100888,cust107024,05-02-2024,Room job probably above enough artist writer who significant middle human.,4,app_usability,TRUE,1,3
fdbk100889,cust102407,07-08-2022,Others mouth model power economy article type song.,4,transaction,FALSE,0,2
fdbk100890,cust109743,07-02-2025,Glass three some financial against soldier measure maintain.,3,other,TRUE,1,4
fdbk100891,cust108576,01-03-2024,Treatment not get set bar senior service.,3,transaction,TRUE,1,2
fdbk100892,cust104493,26-06-2025,Here today image senior at.,5,transaction,TRUE,1,2
fdbk100893,cust100562,04-03-2025,Rock floor animal peace beyond take unit establish sit.,4,app_usability,TRUE,1,3
fdbk100894,cust106386,10-01-2024,First attention particular our wish main.,5,other,TRUE,1,4
fdbk100895,cust102719,10-11-2022,Current for between because none center cold.,3,transaction,TRUE,1,2
fdbk100896,cust100783,02-08-2025,Involve reality edge throw power who.,3,app_usability,TRUE,1,3
fdbk100897,cust108803,03-10-2024,Program ground physical local part nation mind trip.,4,transaction,TRUE,1,2
fdbk100898,cust101244,01-02-2025,Already brother name week memory defense teach model.,2,transaction,TRUE,1,2
fdbk100899,cust103023,12-06-2025,Network nearly entire customer anyone few pass.,5,transaction,TRUE,1,2
fdbk100900,cust104103,03-04-2023,A now without administration father.,3,other,TRUE,1,4
fdbk100901,cust105021,18-05-2025,Class those sometimes poor far glass concern almost share probably.,5,app_usability,TRUE,1,3
fdbk100902,cust104323,19-01-2022,Both about doctor yard easy site strategy laugh make cost.,4,app_usability,TRUE,1,3
fdbk100903,cust108135,12-11-2023,Mention story language away Mrs.,1,transaction,TRUE,1,2
fdbk100904,cust101821,17-02-2025,Lay environmental business look from.,3,other,TRUE,1,4
fdbk100905,cust107355,15-08-2023,Hold trouble rather majority receive me police present.,1,other,TRUE,1,4
fdbk100906,cust102269,10-03-2023,Go our I focus represent dream budget size.,3,other,TRUE,1,4
fdbk100907,cust109864,22-01-2025,Improve rest own develop top add.,1,app_usability,FALSE,0,3
fdbk100908,cust102282,30-03-2024,Behind year certain new will son whatever.,2,other,TRUE,1,4
fdbk100909,cust108504,01-09-2023,According yourself experience apply across.,1,transaction,TRUE,1,2
fdbk100910,cust109452,17-11-2024,Analysis prevent though sit position.,5,fraud,TRUE,1,1
fdbk100911,cust100270,07-07-2025,Through single thus until friend sort still.,5,transaction,TRUE,1,2
fdbk100912,cust107224,19-12-2023,Part raise people candidate because.,4,transaction,TRUE,1,2
fdbk100913,cust102141,29-04-2025,Resource soldier rock sometimes life hear same thousand all.,3,transaction,TRUE,1,2
fdbk100914,cust100042,07-10-2022,Top different by wall common nor Republican fill.,4,fraud,TRUE,1,1
fdbk100915,cust109349,22-09-2023,Half matter black respond grow.,4,transaction,TRUE,1,2
fdbk100916,cust101384,30-03-2023,Contain may concern level up yet close study.,3,app_usability,TRUE,1,3
fdbk100917,cust102248,29-03-2025,Example would whom wife idea day go let ask.,5,app_usability,TRUE,1,3
fdbk100918,cust106548,24-11-2023,Foreign yet benefit exactly place why step court concern free.,3,fraud,TRUE,1,1
fdbk100919,cust101907,22-02-2022,Rich court shake establish their night.,5,transaction,FALSE,0,2
fdbk100920,cust101578,28-06-2024,Wide night upon structure employee.,5,fraud,TRUE,1,1
fdbk100921,cust101268,03-08-2023,Admit true simple offer authority with data.,4,transaction,TRUE,1,2
fdbk100922,cust105914,05-01-2025,Learn about movie simple teacher stage door friend size.,3,transaction,TRUE,1,2
fdbk100923,cust108559,01-09-2022,Country exactly pressure fight short very bag rock table operation.,5,transaction,TRUE,1,2
fdbk100924,cust107339,21-10-2023,Rule question during near blue world.,2,other,TRUE,1,4
fdbk100925,cust105725,09-11-2021,Anyone live president according other most although society.,3,app_usability,TRUE,1,3
fdbk100926,cust100140,05-10-2023,Price race test director measure.,5,transaction,TRUE,1,2
fdbk100927,cust102657,13-01-2025,His staff expert affect head.,5,fraud,TRUE,1,1
fdbk100928,cust105944,06-02-2025,Treatment party wonder begin current sister stock include development.,4,fraud,TRUE,1,1
fdbk100929,cust104590,14-07-2023,Impact he seem ago require part score road develop include.,4,app_usability,TRUE,1,3
fdbk100930,cust100711,21-02-2025,Blue debate floor likely experience rise.,4,transaction,TRUE,1,2
fdbk100931,cust102105,06-10-2024,Sell skin head learn may force receive.,2,transaction,FALSE,0,2
fdbk100932,cust103117,05-03-2025,Main popular couple star know end.,4,fraud,TRUE,1,1
fdbk100933,cust108167,16-04-2023,Reduce floor your also dark one second executive generation enough.,4,app_usability,TRUE,1,3
fdbk100934,cust104905,22-07-2023,Rise score citizen reflect.,2,app_usability,TRUE,1,3
fdbk100935,cust105456,16-12-2024,Arrive within for risk professor.,5,transaction,TRUE,1,2
fdbk100936,cust102784,25-09-2024,Network of professional list new off.,5,transaction,TRUE,1,2
fdbk100937,cust107536,22-05-2024,Store against subject nice will early response.,4,other,TRUE,1,4
fdbk100938,cust107308,14-06-2024,Thus education check condition leave yourself practice manage kid us.,2,transaction,FALSE,0,2
fdbk100939,cust103286,30-12-2023,Whose yet all huge result car than open.,3,fraud,FALSE,0,1
fdbk100940,cust109639,28-11-2024,Discussion movie individual foreign charge.,5,transaction,TRUE,1,2
fdbk100941,cust101789,06-07-2022,Focus consider follow challenge control stand wish.,3,app_usability,TRUE,1,3
fdbk100942,cust105710,27-03-2025,Heavy score generation song network.,4,fraud,TRUE,1,1
fdbk100943,cust107406,26-06-2025,Else yard possible agreement yes part government manage call.,4,app_usability,FALSE,0,3
fdbk100944,cust109270,04-02-2025,Responsibility return theory walk.,5,app_usability,TRUE,1,3
fdbk100945,cust104536,02-12-2024,Law situation drive key someone boy participant son.,5,other,TRUE,1,4
fdbk100946,cust107067,02-09-2024,Yeah mother just ten mention statement.,5,transaction,TRUE,1,2
fdbk100947,cust102234,14-07-2023,Phone begin break direction board.,1,app_usability,TRUE,1,3
fdbk100948,cust106445,02-11-2021,Yourself almost skill next social trouble product.,5,transaction,TRUE,1,2
fdbk100949,cust100825,28-11-2024,Floor half within foot appear best cover.,2,app_usability,TRUE,1,3
fdbk100950,cust109996,04-10-2023,Agency admit seat one design agreement author interest your.,3,transaction,TRUE,1,2
fdbk100951,cust106295,04-08-2025,Close north national new bank performance yard month official every.,4,transaction,TRUE,1,2
fdbk100952,cust107910,06-03-2025,Ever option couple capital Mrs call word without investment none.,3,transaction,TRUE,1,2
fdbk100953,cust107469,31-07-2025,Father air beat seat senior much before beat.,5,transaction,TRUE,1,2
fdbk100954,cust106885,15-07-2025,All news minute dog buy unit TV type pressure.,2,other,TRUE,1,4
fdbk100955,cust102817,26-05-2024,Table explain realize live pull daughter.,5,transaction,TRUE,1,2
fdbk100956,cust108498,03-01-2025,Tough region his majority physical.,4,fraud,TRUE,1,1
fdbk100957,cust102975,09-06-2025,Never continue father black trade section.,4,other,TRUE,1,4
fdbk100958,cust102403,13-12-2024,Throw though source buy reflect good.,4,transaction,TRUE,1,2
fdbk100959,cust105565,15-04-2025,Event citizen rather play sure.,2,fraud,TRUE,1,1
fdbk100960,cust107256,25-12-2023,Produce sense lose if cause.,3,other,TRUE,1,4
fdbk100961,cust107980,05-09-2024,Instead customer party six could chance customer professional.,4,transaction,TRUE,1,2
fdbk100962,cust106367,16-07-2025,Method I involve argue now instead wife then seat.,3,transaction,FALSE,0,2
fdbk100963,cust107125,22-07-2025,Contain education woman they move three house wind general.,5,other,TRUE,1,4
fdbk100964,cust109795,15-07-2023,Wind want other step.,1,transaction,TRUE,1,2
fdbk100965,cust107005,25-10-2024,When theory national so others.,3,app_usability,TRUE,1,3
fdbk100966,cust100296,26-05-2025,Including level American board easy recent service.,5,transaction,TRUE,1,2
fdbk100967,cust100176,30-05-2022,Capital newspaper without must police skin important.,5,transaction,TRUE,1,2
fdbk100968,cust104124,27-01-2024,Bad always season oil hot another believe participant.,4,app_usability,TRUE,1,3
fdbk100969,cust106025,15-02-2025,Series truth seek front language parent turn.,3,fraud,TRUE,1,1
fdbk100970,cust106254,23-11-2024,Rest trade question either every someone.,4,other,TRUE,1,4
fdbk100971,cust103823,24-07-2024,Low program subject several maintain employee act behind responsibility south.,5,transaction,TRUE,1,2
fdbk100972,cust103029,30-06-2025,Guess field and public rich father involve.,5,other,TRUE,1,4
fdbk100973,cust109897,04-06-2024,Success once challenge relate why law direction authority.,2,transaction,FALSE,0,2
fdbk100974,cust105278,14-06-2025,Discover environment success can up song.,4,transaction,TRUE,1,2
fdbk100975,cust106774,13-07-2024,Help me tend late interesting animal occur when decade staff.,5,other,TRUE,1,4
fdbk100976,cust102741,27-06-2024,Food record media while research these adult employee tree choose.,3,transaction,TRUE,1,2
fdbk100977,cust107687,14-05-2024,Life final meet evening trial.,4,transaction,TRUE,1,2
fdbk100978,cust105613,03-08-2025,Test despite of ten least change true live across central before.,4,fraud,TRUE,1,1
fdbk100979,cust106872,28-09-2024,Man already remember month behind news everyone whatever.,1,transaction,TRUE,1,2
fdbk100980,cust104031,05-08-2023,Small could wide crime order politics push during walk avoid.,3,transaction,TRUE,1,2
fdbk100981,cust106605,28-07-2025,Wife while guess interest when more spend.,2,app_usability,TRUE,1,3
fdbk100982,cust100564,22-05-2025,Total live if believe military television police.,3,fraud,TRUE,1,1
fdbk100983,cust103512,15-06-2023,Exist business easy at consumer early interest none knowledge appear.,3,transaction,TRUE,1,2
fdbk100984,cust105215,09-10-2024,Finish war no forward focus report general TV anyone.,1,other,TRUE,1,4
fdbk100985,cust100350,28-02-2025,Summer of arrive it six music mission expert very.,4,transaction,TRUE,1,2
fdbk100986,cust106513,14-07-2022,Away big group into resource could.,3,app_usability,TRUE,1,3
fdbk100987,cust103542,07-07-2024,Yourself enjoy plant consumer analysis law law.,5,transaction,FALSE,0,2
fdbk100988,cust101160,11-07-2024,Near life hear represent a affect behind carry door personal real.,3,app_usability,TRUE,1,3
fdbk100989,cust102803,23-05-2025,Speech effect suffer sound cause friend customer dog person because.,3,fraud,TRUE,1,1
fdbk100990,cust100408,03-02-2025,Way music our summer dog that deal.,3,transaction,TRUE,1,2
fdbk100991,cust109199,06-05-2024,Worry church particularly million forget century safe child.,1,app_usability,TRUE,1,3
fdbk100992,cust101958,28-11-2023,Less theory fight mind worker.,5,transaction,TRUE,1,2
fdbk100993,cust106885,17-03-2025,Recognize west down huge others poor sign.,3,app_usability,TRUE,1,3
fdbk100994,cust108632,31-12-2024,Face need oil beyond husband Democrat cold traditional avoid.,2,fraud,TRUE,1,1
fdbk100995,cust107768,14-06-2025,Away money specific especially.,3,app_usability,TRUE,1,3
fdbk100996,cust107304,18-10-2024,Pattern really whose music top strong include sure tough consumer.,4,other,FALSE,0,4
fdbk100997,cust101618,18-01-2025,Stock physical bar risk and pretty when watch.,2,transaction,TRUE,1,2
fdbk100998,cust109498,09-08-2023,Party human learn tree sit western financial so lead court.,3,fraud,FALSE,0,1
fdbk100999,cust108859,19-06-2024,Word the nearly difference ground certainly task strategy these.,3,app_usability,FALSE,0,3
fdbk101000,cust100232,04-12-2024,Let prove large live road design.,1,other,TRUE,1,4
fdbk101001,cust106846,06-11-2023,Create couple their exist shake approach bed bill either raise.,3,app_usability,TRUE,1,3
fdbk101002,cust108547,15-12-2023,Size computer discuss class action.,1,fraud,TRUE,1,1
fdbk101003,cust101235,14-04-2023,Cost wear share fly medical.,2,other,TRUE,1,4
fdbk101004,cust104730,29-01-2025,Draw lawyer finish table father.,4,other,TRUE,1,4
fdbk101005,cust108628,25-04-2025,Role major happy situation trip actually teach news woman.,5,app_usability,TRUE,1,3
fdbk101006,cust105842,23-02-2025,For next near generation gun off social do issue often.,2,fraud,TRUE,1,1
fdbk101007,cust107823,26-06-2023,Prove total few without provide professional statement push.,4,app_usability,TRUE,1,3
fdbk101008,cust109016,09-11-2024,Make serious conference large position now bank.,4,fraud,TRUE,1,1
fdbk101009,cust102970,17-04-2025,Their both writer investment serve population physical eye.,2,other,TRUE,1,4
fdbk101010,cust109477,24-06-2025,Item between spring dog near alone.,1,fraud,FALSE,0,1
fdbk101011,cust103110,18-01-2025,Company foot ready speech law per base summer call.,4,app_usability,TRUE,1,3
fdbk101012,cust104162,08-07-2024,Talk ahead father Republican evidence.,4,transaction,TRUE,1,2
fdbk101013,cust106848,19-09-2020,While present popular protect probably education evidence create try.,4,transaction,TRUE,1,2
fdbk101014,cust109952,16-11-2023,Sport daughter myself night take way sit edge.,5,transaction,FALSE,0,2
fdbk101015,cust106881,06-06-2025,Decade sound head compare poor inside similar.,5,transaction,TRUE,1,2
fdbk101016,cust100269,18-03-2025,Require institution right recently treat beyond figure.,4,transaction,TRUE,1,2
fdbk101017,cust106700,24-02-2025,Up seven worry medical list late.,2,app_usability,TRUE,1,3
fdbk101018,cust108054,03-09-2023,Population do arrive attention west human weight born heavy themselves.,1,fraud,TRUE,1,1
fdbk101019,cust102282,10-01-2025,Offer term career agree field.,2,fraud,TRUE,1,1
fdbk101020,cust100640,18-04-2025,Between include trouble paper site.,3,app_usability,TRUE,1,3
fdbk101021,cust104976,19-10-2024,Cut certain lawyer couple outside.,3,fraud,TRUE,1,1
fdbk101022,cust104427,14-06-2022,Article carry customer loss drive begin.,2,fraud,TRUE,1,1
fdbk101023,cust101328,28-03-2025,A artist government officer expect social.,4,other,TRUE,1,4
fdbk101024,cust104189,04-07-2025,Two up decision foot mean only value.,4,transaction,TRUE,1,2
fdbk101025,cust102156,01-07-2024,Difference which country offer assume western.,3,fraud,TRUE,1,1
fdbk101026,cust103045,08-07-2025,Lot source short phone amount financial true history themselves score worry.,2,app_usability,FALSE,0,3
fdbk101027,cust107962,07-07-2025,Nation them price strong thus though.,5,transaction,TRUE,1,2
fdbk101028,cust101446,28-05-2025,Parent apply charge common someone later as boy method.,4,app_usability,TRUE,1,3
fdbk101029,cust102660,14-10-2024,Ground father need close page develop far final rock.,5,other,FALSE,0,4
